name,description,training_type_original,training_type,equipment,action,body_position,explosiveness,youtube_link,tags,sections,strength,endurance,power,stability,number of training types assigned,metrics,,id
Landmine Squat,,,,,,,,https://youtu.be/hfzvlN-2MMg,['basic_functional_movement: squat'],mobility work; movement flow; neuro adaptation; mobility,0,0,0,,0,Reps,1005,59cee4194e790f000f8fbc90
Landmine Straight Leg Sit-Ups,,,,,,,,https://youtu.be/EnjowIbytxE,[],accessory work,0,0,0,,0,Reps,1888,5d130456fce11500125a8bbc
Landmine Thruster,,,,,,,,https://youtu.be/qQlx37hu0GU,[],strength 2,1,0,0,,1,Reps,1719,5c7f6aef429bf4000f04ee61
Landmine Two Arm Row,,,,,,,,https://youtu.be/IHC4Cg7zcQc?list=PL4T3VJwPWwuFotqGyAGlfoYdkoTQzbrZe,['equipment: rower'],accessory work; suns out guns out; sunâ€™s out guns out (accessory work); giantset; strength,1,0,0,,1,Reps; Seconds,646,58817a529f4d4d000f6e0b58
Lat Sweep Back,,,,,,,,https://youtu.be/1OjG8G_tb_0,[],strength work; accessory work,1,0,0,,1,Reps,1211,5abf4352b678c5000fdee9ed
Lateral Banded Front Raise,,,,resistence_bands,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",,0,0,0,,0,,343,57e2fd3a4c6a031dc777e98f
Lateral Banded Rotations- Athletic Position,,,,resistence_bands,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",,0,0,0,,0,,344,57e2fd3a4c6a031dc777e990
Lateral Banded Side Shoulder Raise,,,,resistence_bands,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",,0,0,0,,0,,345,57e2fd3a4c6a031dc777e991
Lateral Banded Side Shoulder Raise,,,,resistence_bands,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",,0,0,0,,0,,346,57e2fd3a4c6a031dc777e992
Lateral Bear Crawl,,,,,,,,https://www.youtube.com/watch?v=uWGbF1VKKTs,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",warm-up/movement prep; movement flow; recovery; accessory work; recovery protocol basecamp; trunk work 2; warm-up; movement work; trunk work; movement flow/breathing protocol; recovery protocol; recovery work; strength; movement work 1; recovery day; warm-up / movement prep; stamina,1,1,0,,2,Reps; Meters; Feet,1031,59f0bfd576abf2000f9dbc58
Lateral Bounds,,,,,,,,https://youtu.be/FuTD2O6xc6M,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",accessory work; sky's out thighs out; strength 2; skyâ€™s out thighs out (accessory work); skys out thighs out; sky's out thighs out (accessory work); stamina,1,1,0,,2,Reps,219,57e2fd3a4c6a031dc777e908
Lateral Box Jump,,,,,,,,https://www.youtube.com/watch?v=JSZusYoQ3RA,"['basic_exercise: box jumps', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: jump']",plyometrics; stamina 1; stamina 2; accessory work 1; stamina; stamina 3,0,1,1,,2,Reps,665,5888e739ba4bcd000fd7a558
Lateral Box Jump Over,,,,,,,,https://youtu.be/kJqEVtWkYHo,"['basic_exercise: box jumps', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: jump']",,0,0,0,,0,,1955,5d661f51ebe7d40011cf1fdd
Lateral Box Step Overs,,,,,,,,https://www.youtube.com/watch?v=jYdwb-Oxk0Y,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: step']",accessory work; warm-up / movement prep; strength 1; strength 3; warm-up; strength 2; stamina 1; assisted work; strength; warm up/movement prep; stamina; stamina 2,1,1,0,,2,Reps; Minutes; Time; Seconds,780,58fa28add3a431000f788e6e
Lateral Box Step-Ups,,,,,,,,https://www.youtube.com/watch?v=AB7URMBh3uk,"['basic_exercise: step-up', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: step']",accessory work; strength 1; accessory work 3; strength 4; strength 2; recovery protocol,1,0,0,,1,Reps,1353,5b7ef2ed193653000f042c23
Lateral Burpees,,,,,,,,https://youtu.be/rQ3w75v5ozc,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",conditioning; stamina 3; soflete rx'd; soflete performance; soflete fitness; heart rate elevation; stamina 1; conditioning 1; strenth 4; bonus work; stamina; stamina 2,0,1,0,,1,Reps; Time; Seconds,107,57e2fd3a4c6a031dc777e88f
Lateral Crossover Hurdle Sprint,,speed_agility_quickness,,,,,,https://youtu.be/qFO3KRpqiPw,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: sprint']",,0,0,0,,0,,1697,5c754e83452189000f38c3fd
Lateral Duck Walk,,,,,,,,https://youtu.be/dQmFV2FcE8E,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: step']",accessory work,0,0,0,,0,Feet,1138,5a698312498b15000f98609c
Lateral Hip Opener,,,,,,,,https://www.youtube.com/watch?v=VtLFXzHzawg,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",mobility work; neuro adaptation,0,0,0,,0,Reps; Time,1169,5a99020816557e000f383a56
Lateral Hurdle Run,,,,,,,,https://youtu.be/gPAIgdWob5o,"['equipment: running', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: run']",stamina 1; plyometrics,0,1,1,,2,Reps,1634,5c4fbb89891bab000f00c62c
Lateral Jumps,,,,,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: jump']",run skill development,0,0,0,,0,Reps,114,57e2fd3a4c6a031dc777e897
Lateral KB Swing,,,,Kettlebells,,,,https://youtu.be/c8emClP_UJQ,"['equipment: kettlebells', 'movement direction - plane: frontal', 'movement direction - axis: lateral']",accessory work,0,0,0,,0,Reps,1261,5adfa17c1d38c4000fe8abf1
Lateral Leg Swings,,,,,,,,https://youtu.be/XH7hrLx58eM?t=2,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",warm-up/movement prep; warm-up / movement prep; run warm up,0,0,0,,0,Reps,1564,5c1d31fa4f9813000fe81d92
Lateral Lunge,,,,,,,,https://www.youtube.com/watch?v=gwWv7aPcD88,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: lunge']",warm-up/movement prep; movement flow; accessory work; recovery; movement prep; breathing work; warm-up; down regulation breathing; recovery protocol; warm-up / movement prep; accessory work 1; stamina,0,1,0,,1,Meters; Minutes; Feet; Yards; Reps,618,5878f90fb06dc50011d0907f
Lateral Med Ball Throw,,,,,,,,https://www.youtube.com/watch?v=SQq16FIfs9w,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",stamina 1; strength 1; strength,1,1,0,,2,Reps; Meters,1717,5c7ed48b31c07b000f59a35e
Lateral Plank Walk,,,,,,,,https://youtu.be/R2Y9AFQdKOY,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: step', 'basic_functional_movement: stabilizer']",warm-up/movement prep; accessory work; stamina; bonus material; warm up/movement prep; assistance work,0,1,0,,1,Reps; Feet,1174,5aa2e2fb16557e000f398007
Lateral Plyo Skiers,,,,,,,,https://www.youtube.com/watch?v=DaeVlGIMVvg,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",warm-up/movement prep; stamina 3; plyometrics; stamina; stamina 2,0,1,1,,2,Reps; Seconds,347,57e2fd3a4c6a031dc777e993
Lateral Push-Ups,,,,,,,,https://youtu.be/XQzvtDON1A4,"['basic_exercise: push-ups', 'movement direction - plane: frontal', 'movement direction - axis: lateral']",plyometrics,0,0,1,,1,Reps,1343,5b7686b006257d000f63c950
Lateral Raise,,,,,,,,https://youtu.be/IoRAcixfo8s?list=PL4T3VJwPWwuFotqGyAGlfoYdkoTQzbrZe,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",strength 1; sunâ€™s out guns out (accessory work); strength 5; strength work; warm-up/movement prep; accessory work 2; strength 6; bonus material; lightweight shoulders; strength; bonus work (optional); stamina; accessory work; suns out guns out; strength 3; accessory work 4; warm-up; strength 2; assistance work; stamina 2,1,1,0,,2,Reps,297,57e2fd3a4c6a031dc777e95e
Lateral Run,,,,,,,,,"['equipment: running', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: run']",stamina,0,1,0,,1,Meters,218,57e2fd3a4c6a031dc777e907
Lateral Sandbag Throw,,,,sandbags,,,,https://youtu.be/nX_Zw6kTkvE,"['equipment: sandbags', 'movement direction - plane: frontal', 'movement direction - axis: lateral']",strength 1; mix modal; strength and stamina; pistol - outside the waistband; assisted work; stamina and strength; stamina 3; accessory work 2; carbine; trunk work; strongwoman; heart rate elevation; pistol - concealed carry; stamina & strength; stamina 1; strength; stamina; accessory work; trunk 1; strength 3; strongman; strength & stamina; strength 4; stamina part 2; conditioning; strength 2; accessory work 1; mixed modal; stamina 2,1,1,0,,2,Distance; Seconds; Meters; Minutes; Feet; Reps; Time,488,582b5e3c473c06100052ee90
Lateral Shuffle,,,,,,,,https://www.youtube.com/watch?v=bcZkk8vMzA4,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",warm-up/movement prep; endurance prep; cyclic work; warm-up; run skill development; warm up/movement prep; warm-up / movement prep; stamina,0,1,0,,1,Reps; Yards; Meters; Seconds,657,58863de69f4d4d000f6e1cf7
Lateral Shuttle Sprint,,speed_agility_quickness,,,,,,https://www.youtube.com/watch?v=kbtpWh6YGvo,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: sprint']",,0,0,0,,0,,1051,5a04aa96ff5148000f6a2cbe
Lateral Side Opener,,,,,,,,https://youtu.be/67kpQjSUrAY,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",mobility work; neuro adaptation,0,0,0,,0,Reps; Time,1170,5a99061416557e000f383a98
Lateral Skiers Low Box,,,,,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",,0,0,0,,0,,348,57e2fd3a4c6a031dc777e994
Lateral Skip,,,,,,,,https://www.youtube.com/watch?v=2wCnap9MHzk,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",endurance prep; run warm up; run skill development,0,0,0,,0,Seconds; Reps; Meters,1588,5c2530699eb3da000f131255
Lateral Sled Drag,,,,,,,,https://youtu.be/LeKNpXIaf_M?list=PL4T3VJwPWwuFotqGyAGlfoYdkoTQzbrZe,"['equipment: sled', 'movement direction - plane: frontal', 'movement direction - axis: lateral']",accessory work; strength 1; strongman; warm-up; strength 2; strength; stamina; stamina 2,1,1,0,,2,Reps; Meters; Feet,611,5873ce15b06dc50011d0878a
Lateral Sled Sprint,,speed_agility_quickness,,,,,,https://youtube.com/watch?v=jQD2z83h-U4,"['equipment: sled', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: sprint']",stamina,0,1,0,,1,Meters,714,58a79f3954c965000f72c6bf
Lateral Sledgehammer,,,,,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",,0,0,0,,0,,203,57e2fd3a4c6a031dc777e8f7
Lateral Speed Skater,,,,,,,,https://youtu.be/Hi3qacoYVDA,"['movement direction - plane: frontal', 'movement direction - axis: lateral']",warm-up/movement prep; soflete rx'd; strength 1; soflete performance; plyometrics; warm-up; strength 4; strength 2; warm up/movement prep; soflete fitness; stamina 1; neuro adaptation; strength; bonus work; warm-up / movement prep; stamina; stamina 2,1,1,1,,3,Seconds; Reps; Minutes; Time,1012,59d3f13d0b81da000ff6af88
Lateral Step Catch,,,,,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: step']",,0,0,0,,0,,349,57e2fd3a4c6a031dc777e995
Lean Away Ring Pull Up,,,,,,,,https://www.youtube.com/watch?v=qKxBaglZLoQ,['basic_exercise: pull-ups'],accessory work; gymnastics; strength 1; strength 2,1,0,0,,1,Reps,1163,5a95d4f716557e000f37c688
Leg Cradle Lateral Lunge Twist,,,,,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: lunge']",,0,0,0,,0,,350,57e2fd3a4c6a031dc777e996
Leg Cradle Lunge Twist with Drunk Step,,,,,,,,https://youtu.be/fywWwS3Gsvw,"['basic_functional_movement: step', 'basic_functional_movement: lunge']",warm-up/movement prep,0,0,0,,0,Reps,351,57e2fd3a4c6a031dc777e997
Leg Cradle Lunge with Lateral Flexion and Extension,,,,,,,,,"['movement direction - plane: sagittal', 'movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: lunge']",,0,0,0,,0,,352,57e2fd3a4c6a031dc777e998
Leg Curls,,,,,,,,https://youtu.be/jxctD6fL_FQ,[],,0,0,0,,0,,1458,5bec37c5cb07e9000fc95c94
Leg Extension,,,,,,,,https://youtu.be/Puif7tUZeBk,['movement direction - plane: sagittal'],accessory work; accesssory work; accessory work 3,0,0,0,,0,Reps; Seconds,1457,5bec358a928046000fa51f4c
Leg Pass Through,,,,,,,,https://www.youtube.com/watch?v=eeneC3u2b2c,[],accessory work,0,0,0,,0,Reps,1437,5bca3d892a30b5000fd3f9ec
Leg Press,,,,,,,,https://youtu.be/IZxyjW7MPJQ,[],accessory work,0,0,0,,0,Reps,1535,5c055d7b2fa17a000f4ff578
Leg Swings,,,,,,,,https://youtu.be/1_FhF1BmSsY?list=PLcmMqvLg9VgsWWKUBhJLIncHXSe0JzJsJ,[],warm-up/movement prep; skill prep; endurance prep; prehab/dynamic warm up; mobility; warm-up; warm-up/mobility 2; warm up/movement prep; stamina 1; warm-up/mobility; stamina 2; warm-up / movement prep; endurance; stamina; core; stamina 3,0,1,0,,1,Reps; Seconds,529,584ee3b47126830011fc99ce
Legless Rope Climb,,,,,,,,https://www.youtube.com/watch?v=H-jZEX9WsY8,[],conditioning; weapons development; conditioning 2; gymnastics; assisted work; stamina,0,1,0,,1,Reps; Time,112,57e2fd3a4c6a031dc777e894
Legs Up the Wall,,,,,,,,https://www.youtube.com/watch?v=G-cePsZhvWk,[],recovery; mobility; warm-up; recovery portocol; recovery protocol; recovery work; recovery protocol (long),0,0,0,,0,Minutes,1355,5b80494206ca84000f0b2393
Life-Saving Tow,,,,,,,,https://youtu.be/J2Ta-yqKu3A,[],lunges+swim or run,0,0,0,,0,Meters,889,5977d2e3fd7558000f7f164b
Lizard Crawls,,,,,,,,https://youtube.com/watch?v=xNBfThvEsRI,[],warm-up/movement prep; accessory work; movement flow; cool down; recovery; warm-up; movement work; down regulation breathing; movement flow/breathing protocol; flow; recovery protocol; stamina 1; loco motion; movement work 1; warm-up / movement prep; movement / breathing work; trunk work 1; stamina,0,1,0,,1,Seconds; Meters; Feet,694,58975a69ba95f9000f9f7185
Lizard Pose,,,,,,,,https://youtube.com/watch?v=wq0g9wlAuXw,[],mobility; mobility (irb); mobility (long); breathing work; recovery protocol; recovery work; recovery day; mobility (pigeon stretch); down regulation breathing work,0,0,0,,0,Minutes,125,57e2fd3a4c6a031dc777e8a3
Lizard Walk,,,,,,,,https://www.youtube.com/watch?v=sNihk6W8a8E,['basic_functional_movement: step'],warm-up/movement prep; warm-up / movement prep; recovery protocol; warm up/movement prep; stamina; warm up/movement,0,1,0,,1,Meters; Feet,1430,5bc762af863dff001021f6f3
Loco Motion,,,,,,,,https://youtu.be/ufAUAYrxfIY,[],movement flow; cool down; mobility; movement conditioning; breathing work; warm-up; movement work; recovery protocol; loco motion; recovery day; movement work 2; movement / breathing; stamina,0,1,0,,1,Reps; Minutes; Time,598,586ff400b06dc50011d08135
Locomotion Flow,,,,,,,,https://www.youtube.com/watch?v=14BjRxE7f1o,[],recovery protocol,0,0,0,,0,Minutes,1652,5c5e469082c07a00126c522c
Low Bar Back Squat,,,,,,,,https://youtu.be/Jk4QVMZPDC0,['basic_functional_movement: squat'],strength 1,1,0,0,,1,Reps,1453,5bea7c23438d7d000f60bcae
Low Bear Crawl,,,,,,,,https://www.youtube.com/watch?v=dX8Uwj_h4Lw,[],warm-up/movement prep; warm-up / movement prep,0,0,0,,0,Feet,1667,5c5fbf8d82c07a00126c9b93
Low Cable Crossover,,,,,,,,https://youtu.be/M1N804yWA-8,['equipment: cables'],strength 5; accessory work 1,1,0,0,,1,Reps,1823,5ce46d54fce11500125001aa
Low Cable Row,,,,,,,,https://youtu.be/_Da-GyPkHFs,"['equipment: rower', 'equipment: cables']",accessory work 2; strength 3,1,0,0,,1,Reps,1793,5cc057f860e5d3000f1ab8a0
Low Crawl,,,,,,,,https://www.youtube.com/watch?v=L7HG8Ow8rzA,[],,0,0,0,,0,,1028,59f0934676abf2000f9db69a
Lunge,,,,,,,,https://youtu.be/_wWI_V_yzcU?list=PL4T3VJwPWwuEnPSfKLKNVPGX02-ybszb3,['basic_functional_movement: lunge'],conditioning; warm-up/movement prep; warm-up; stamina- running; running; weight vest pyramid; lunges+swim or run; weight vest workout; strength; stamina; stamina 2,1,1,0,,2,Reps; Yards; Time,561,585d64234d0fec0011c028f0
Lunge Flow,,,,,,,,https://www.youtube.com/watch?v=zJXN65rWmwE,['basic_functional_movement: lunge'],movement flow; agility drill; movement work; recovery protocol; agility drills,0,0,0,,0,Reps,1131,5a63f50a37af1b000fe19e05
Lunge Jumps with Switch,,,,,,,,,"['basic_functional_movement: jump', 'basic_functional_movement: lunge']",,0,0,0,,0,,353,57e2fd3a4c6a031dc777e999
Lunge Position Lateral Banded Rotations,,,,resistence_bands,,,,,"['movement direction - plane: frontal', 'movement direction - axis: lateral', 'basic_functional_movement: lunge']",,0,0,0,,0,,354,57e2fd3a4c6a031dc777e99a
Lunge with Trunk Twist,,,,,,,,,['basic_functional_movement: lunge'],warm-up/movement prep; warm-up; cool down; prehab/dynamic warm up,0,0,0,,0,Reps; Yards; Meters,513,5841e529dc2ce90011f93c34
Lying Handcuffs,,,,,,,,https://youtu.be/Vbr3qmdN1wI?list=PL4T3VJwPWwuFotqGyAGlfoYdkoTQzbrZe,[],recovery; mobility; mobility (long); mobility (internal bs); recovery protocol; recovery day; mobility (box shoulder wo),0,0,0,,0,Reps,134,57e2fd3a4c6a031dc777e8ad
Lying Leg Curls,,,,,,,,https://youtu.be/NlZeAGZ_YJw?t=41,[],accessory work,0,0,0,,0,Reps,1595,5c254c4d4f9813000fe95db7
Lying Med Ball Throw,,,,,,,,https://youtu.be/vN7vE6EPZnQ,[],strength 2; plyometrics,1,0,1,,2,Reps,1347,5b7d1c54ab05cc000fff670d
Maltese Push-Ups,,,,,,,,https://www.youtube.com/watch?v=u0ZxTxmkfdI,['basic_exercise: push-ups'],accessory work,0,0,0,,0,Reps,1092,5a3bd6731a1517000f3ea4ad
Man Makers,,,,,,,,https://youtu.be/ErXU_RU1hsk?list=PL4T3VJwPWwuEnPSfKLKNVPGX02-ybszb3,[],strength 2; stamina 1; manmakers; stamina; stamina 3,1,1,0,,2,Reps; Time,199,57e2fd3a4c6a031dc777e8f3
Manual Resistance Hamstrings and Dynamic Push Ups,,,,,,,,,['basic_exercise: push-ups'],,0,0,0,,0,,355,57e2fd3a4c6a031dc777e99b
Marching Wall Sit,,,,,,,,https://youtu.be/_U_6ibW9xZc,[],warm-up/movement prep; warm-up / movement prep; warm-up; warm up/movement work; warm up/movement prep,0,0,0,,0,Seconds; Time,1405,5ba74dd42d86de000f214d6d
Med Ball Chest Pass,,,,,,,,https://www.youtube.com/watch?v=vCYQQb0AzQg,[],movement flow; accessory work; strength 1; prehab/dynamic warm up; plyometrics; warm-up; strength 2; dynamic warm-up; strength; accessory work 1; stamina 2,1,1,1,,3,Seconds; Meters; Minutes; Feet; Reps,585,586540fd4d0fec0011c031a4
Med Ball Hammer Throw,,,,,,,,https://www.youtube.com/watch?v=oiGjdh01zHQ,[],stamina 2; plyometrics; trunk work,0,1,1,,2,Reps,734,58af2affaa7a05000fc693c9
Med Ball Hamstring Curl,,,,,,,,https://youtu.be/CqKTpWUhgzY,[],accessory work; stamina 1; accessory work 1,0,1,0,,1,Reps,1957,5d685f9febe7d40011cffd4f
Med Ball Kneeling Overhead Throw,,,,,,,,https://youtu.be/Zd0Q_T9hw3I,['body position: kneeling'],plyometrics,0,0,1,,1,Reps,1802,5cc8bd60fce115001249a384
Med Ball Leg Lifts,,,,,,,,https://www.youtube.com/watch?v=8tW6NVGi8R0,[],,0,0,0,,0,,185,57e2fd3a4c6a031dc777e8e2
med ball push up,,,,,,,,https://youtu.be/7GKXPkPKlI0,['basic_exercise: push-ups'],,0,0,0,,0,,1446,5be303b4928046000fa31d92
Med Ball Push-Up,,,,,,,,https://www.youtube.com/watch?v=7GKXPkPKlI0,['basic_exercise: push-ups'],warm-up/movement prep; accessory work; prehab/dynamic warm-up; plyometrics; strength 2; neuro adaptation,1,0,1,,2,Reps,1044,59fe0786145143000f73d590
Med Ball Russian Twist,,,,,,,,https://youtu.be/ZUPCaSHFLsw?t=7,[],warm-up/movement prep; accessory work; core,0,0,0,,0,Seconds; Reps,1950,5d64bd763980560012fe3115
Med Ball Sit-Up,,,,,,,,https://youtube.com/watch?v=LEbPgIM7LO4,[],warm-up/movement prep; accessory work; cyclic work; soflete rx'd; soflete performance; warm-up; breathing / mobility work; trunk work; soflete fitness; assisted work; warm-up / movement prep; stamina; strongman,0,1,0,,1,Reps; Time,578,58607db24d0fec0011c02af3
Med Ball Sit-Up to Wallball,,,,,,,,https://youtu.be/2y87IyZXNOU?list=PL4T3VJwPWwuFotqGyAGlfoYdkoTQzbrZe,[],accessory work; soflete performance; warm-up; soflete fitness; stamina 2; stamina; stamina 3,0,1,0,,1,Reps,609,5873c9abb06dc50011d08776
Med Ball Squat Throw,,,,,,,,https://youtu.be/4C0z1_uNHU0,['basic_functional_movement: squat'],,0,0,0,,0,,1894,5d1faee0cc3ad8000f373fb3
Med Ball Squats,,,,,,,,https://youtu.be/kVWtlBl5PvU,['basic_functional_movement: squat'],accessory work 1; stamina,0,1,0,,1,Reps; Meters,1891,5d1422f9cc3ad8000f34b632
Med Ball Throw to Sprint,,speed_agility_quickness,,,,,,https://www.youtube.com/watch?v=bxUTu8g5x98,['basic_functional_movement: sprint'],stamina 3; stamina 1; plyometrics; stamina 2,0,1,1,,2,Reps,1305,5b1d584d8e19da000f016c63
Med Ball Underhand Throw,,,,,,,,https://youtu.be/7_TKlpIQVOg,[],,0,0,0,,0,,1826,5ce5c58960e5d3000f233d27
Med Ball Wall Sit,,,,,,,,https://youtu.be/ozWCc6DQOmU?t=2,[],,0,0,0,,0,,1609,5c37e7c8dafb11000fb53805
Med Ball Wall Throw,,,,,,,,,[],strength 1; plyometrics; trunk work; strength; trunk work 1,1,0,1,,2,Reps,579,5861c8264d0fec0011c02cc6
Med-Ball Leg Lifts,,,,,,,,https://www.youtube.com/watch?v=scg_p9LK2KM,['equipment: medicine-slam balls'],accessory work; core,0,0,0,,0,Reps,1682,5c6a22027358c8000f7b2abb
Medball Alternating Deadbug,,,,Medicine Balls / Slam Balls,,,,https://youtu.be/_hesb103o_g,['equipment: medicine-slam balls'],accessory work; core,0,0,0,,0,Reps; Seconds,1467,5bec3a3acb07e9000fc95d50
Military Press,,,,,,,,https://youtu.be/waeCyaAQRn8,[],strength; strength 2,1,0,0,,1,Reps,1154,5a8bcc547f2621000ff8f7c4
Mixed Rack Front Foot Elevated Split Squat,,,,,,,,https://www.youtube.com/watch?v=CizrQRiIRuQ,['basic_functional_movement: squat'],strength 2,1,0,0,,1,Reps,1221,5ac3dd8dd4365e000f267690
Modified Glute Ham Raise,,,,,,,,https://www.instagram.com/p/BmgbTQagfCx/?utm_source=ig_share_sheet&igshid=1krzornsg2fxb,[],,0,0,0,,0,,1410,5bb02e450910bb000f2c7420
Monkey Flow,,,,,,,,https://www.youtube.com/watch?v=Q-qXJ2RUd90,[],recovery protocol,0,0,0,,0,Reps,1298,5b0f06833eac7a000f7410ad
Mountain Climbers,,,,,,,,https://www.youtube.com/watch?v=1J4hRICVjRo,[],warm-up/movement prep; accessory work; accessory work 2; movement prep; warm-up; bonus material; assistance work; heart rate elevation; stamina 1; assisted work; dynamic warm-up; mobility work; warm-up / movement prep; stamina; stamina 2,0,1,0,,1,Reps; Minutes; Time; Seconds,543,58544df5988c130011bbc471
Movemental Flow,,,,,,,,https://youtu.be/D8QxbtcA5hU,[],cool down,0,0,0,,0,Reps,1158,5a8cac367f2621000ff91829
Multi Directional Lunge,,,,,,,,https://youtube.com/watch?v=NAafVEnFINw,['basic_functional_movement: lunge'],warm-up/movement prep; accessory work; movement flow; accessory work 1; strength 1; warm-up; strength; warm up/movement prep; warm-up / movement prep; warm-up/movement work; strength accessory; movement primer,1,0,0,,1,Reps,601,5872bf89b06dc50011d08508
Multi-Segmental Spine Flexion/Extension,,,,,,,,https://youtu.be/KlQK0faXuAk,['movement direction - plane: sagittal'],accessory work 1,0,0,0,,0,Reps,1848,5d0031e2fce1150012564b33
Muscle Clean,,,,,,,,https://youtu.be/sk55lU8IJT8?list=PL4T3VJwPWwuFotqGyAGlfoYdkoTQzbrZe,[],warm-up/movement prep; movement flow; suns out guns out; strength 1; sunâ€™s out guns out (accessory work); warm-up; weightlifting 1; strength 2; warm-up / movement prep; movement primer,1,0,0,,1,Reps; Minutes,606,5873bf3db06dc50011d08728
Muscle Clean from Hips,,,,,,,,https://www.youtube.com/watch?v=pyFxTmukToI,[],,0,0,0,,0,,1331,5b5caa451b4ba1000f5d52fa
Muscle Snatch,,,,,,,,https://youtube.com/watch?v=apS3Jx0hmnA,['olympic_lift: snatch'],warm-up/movement prep; warm-up / movement primer; strength 1; warm-up; strength primer; strength; weightlifting 2; warm-up / movement prep; movement primer,1,0,0,,1,Reps,693,5893862df36ba3000fbc73b3
Narrow Dumbbell Front Squats,,,,dumbbells,,,,https://youtu.be/6VyQfYxgBrU,"['equipment: dumbbells', 'basic_functional_movement: squat']",accessory work,0,0,0,,0,Reps,1466,5bec37fd928046000fa51ff6
Narrow Grip Low Bar Row,,,,,,,,https://youtu.be/nAAtww4PxEU,['equipment: rower'],accessory work; strength 3,1,0,0,,1,Reps,1497,5bec3dce438d7d000f613594
Neck Circles,,,,,,,,https://youtu.be/YTT0sgNU01I,[],recovery protocol; skill development; recovery protocol 4; cars warm-up,0,0,0,,0,Reps; Minutes,1790,5cba35b8fce1150012466285
Negative Pull-Ups,,,,,,,,https://youtu.be/AVjrg_0ksV0,['basic_exercise: pull-ups'],calisthenics 2,0,0,0,,0,Reps,1915,5d377010fce11500126356c7
Neutral Grip Dumbbell Bench Press,,,,dumbbells,,,,https://youtu.be/iD3q2ZFJRl0,"['basic_exercise: bench press', 'equipment: dumbbells']",accessory work 2; accessory work; strength 2; strength; accessory work 1,1,0,0,,1,Reps,356,57e2fd3a4c6a031dc777e99c
Neutral Grip Dumbbell Curl,,,,dumbbells,,,,https://youtu.be/0e11zq7e1Ik,['equipment: dumbbells'],accessory work 2,0,0,0,,0,Reps,1798,5cc227d660e5d3000f1b3010
Neutral Grip Dumbbell Push Up,,,,dumbbells,,,,https://youtu.be/9y8Vty3QaTc,"['basic_exercise: push-ups', 'equipment: dumbbells']",accessory work 2; accessory work; strength 2; strength; accessory work 1,1,0,0,,1,Reps; Seconds,1674,5c61be8d82c07a00126d0d58
Neutral Grip Skull Crushers,,,,,,,,https://youtu.be/RvzB-3xjN1k,[],accessory work; suns out guns out; strength 3,1,0,0,,1,Reps,736,58b1abc3707ad3000fbeff01
Ninja Roll Up to Box Jump,,,,,,,,,"['basic_exercise: box jumps', 'basic_functional_movement: jump']",,0,0,0,,0,,357,57e2fd3a4c6a031dc777e99d
Ninja Roll Up to Vertical Jump,,,,,,,,,"['basic_exercise: vertical jumps', 'movement direction - axis: vertical', 'basic_functional_movement: jump']",,0,0,0,,0,,358,57e2fd3a4c6a031dc777e99e
No Foot Power Clean,,,,,,,,https://youtu.be/g4dfUH60YUE,['olympic_lift: power clean'],strength 2,1,0,0,,1,Reps,1383,5b9381f6f5c3eb000f336170
